m	id	rep	Ta	Su	Ag	Obj	Sec	limit	gap	bin
CP	40	3	20	300	25	202	0.183	300	0
CP	41	1	25	317	50	189	0.308	300	0
CP	41	2	25	317	50	189	0.308	300	0
CP	41	3	25	317	50	189	0.317	300	0
CP	42	1	25	340	50	199	0.368	300	0
CP	42	2	25	340	50	199	0.368	300	0
CP	42	3	25	340	50	199	0.368	300	0
CP	43	1	25	353	50	234	0.377	300	0
CP	43	2	25	353	50	234	0.381	300	0
CP	43	3	25	353	50	234	0.384	300	0
CP	44	1	25	397	50	211	0.468	300	0
CP	44	2	25	397	50	211	0.456	300	0
CP	44	3	25	397	50	211	0.453	300	0
CP	45	1	25	409	50	217	0.467	300	0
CP	45	2	25	409	50	217	0.459	300	0
CP	45	3	25	409	50	217	0.47	300	0
CP	46	1	25	413	50	223	0.48	300	0
CP	46	2	25	413	50	223	0.482	300	0
CP	46	3	25	413	50	223	0.472	300	0
CP	47	1	25	417	50	211	0.473	300	0
CP	47	2	25	417	50	211	0.481	300	0
CP	47	3	25	417	50	211	0.473	300	0
CP	48	1	25	435	50	229	4.061	300	0
CP	48	2	25	435	50	229	4.106	300	0
CP	48	3	25	435	50	229	4.03	300	0
CP	49	1	25	501	50	228	5.694	300	0
CP	49	2	25	501	50	228	6.33	300	0
CP	49	3	25	501	50	228	5.411	300	0
CP	50	1	25	506	50	228	5.299	300	0
CP	50	2	25	506	50	228	5.438	300	0
CP	50	3	25	506	50	228	5.228	300	0
CP	51	1	30	480	50	279	0.604	300	0
CP	51	2	30	480	50	279	0.605	300	0
CP	51	3	30	480	50	279	0.605	300	0
CP	52	1	30	515	50	304	4.881	300	0
CP	52	2	30	515	50	304	4.942	300	0
CP	52	3	30	515	50	304	5.351	300	0
CP	53	1	30	546	50	278	0.76	300	0
CP	53	2	30	546	50	278	0.741	300	0
CP	53	3	30	546	50	278	0.742	300	0
CP	54	1	30	550	50	262	5.652	300	0
CP	54	2	30	550	50	262	6.354	300	0
CP	54	3	30	550	50	262	6.35	300	0
CP	55	1	30	561	50	273	0.786	300	0
CP	55	2	30	561	50	273	0.786	300	0
CP	55	3	30	561	50	273	0.79	300	0
CP	56	1	30	574	50	269	0.813	300	0
CP	56	2	30	574	50	269	0.764	300	0
CP	56	3	30	574	50	269	0.816	300	0
CP	57	1	30	580	50	276	0.817	300	0
CP	57	2	30	580	50	276	0.815	300	0
CP	57	3	30	580	50	276	0.825	300	0
CP	58	1	30	607	50	259	8.207	300	0
CP	58	2	30	607	50	259	8.187	300	0
CP	58	3	30	607	50	259	13.684	300	0
CP	59	1	30	629	50	248	0.925	300	0
CP	59	2	30	629	50	248	0.927	300	0
CP	59	3	30	629	50	248	0.936	300	0
CP	60	1	30	644	50	258	9.166	300	0
CP	60	2	30	644	50	258	9.073	300	0
CP	60	3	30	644	50	258	12.3	300	0
CP	61	1	35	701	100	274	1.712	300	0
CP	61	2	35	701	100	274	1.723	300	0
CP	61	3	35	701	100	274	1.715	300	0
CP	62	1	35	724	100	286	1.79	300	0
CP	62	2	35	724	100	286	1.794	300	0
CP	62	3	35	724	100	286	1.835	300	0
CP	63	1	35	743	100	285	1.831	300	0
CP	63	2	35	743	100	285	1.83	300	0
CP	63	3	35	743	100	285	1.845	300	0
CP	64	1	35	755	100	288	1.877	300	0
CP	64	2	35	755	100	288	1.864	300	0
CP	64	3	35	755	100	288	1.871	300	0
CP	65	1	35	757	100	287	1.896	300	0
CP	65	2	35	757	100	287	1.868	300	0
CP	65	3	35	757	100	287	1.881	300	0
CP	66	1	35	793	100	294	2.035	300	0
CP	66	2	35	793	100	294	2.043	300	0
CP	66	3	35	793	100	294	2	300	0
CP	67	1	35	804	100	317	1.979	300	0
CP	67	2	35	804	100	317	1.9	300	0
CP	67	3	35	804	100	317	2.067	300	0
CP	68	1	35	854	100	285	57.038	300	0
CP	68	2	35	854	100	285	43.491	300	0
CP	68	3	35	854	100	285	41.146	300	0
CP	69	1	35	897	100	322	19.388	300	0
CP	69	2	35	897	100	322	18.138	300	0
CP	69	3	35	897	100	322	18.011	300	0
CP	70	1	35	904	100	318	2.294	300	0
CP	70	2	35	904	100	318	2.454	300	0
CP	70	3	35	904	100	318	2.454	300	0
CP	71	1	40	935	100	310	2.397	300	0
CP	71	2	40	935	100	310	2.362	300	0
CP	71	3	40	935	100	310	2.502	300	0
CP	72	1	40	980	100	349	37.192	300	0
CP	72	2	40	980	100	349	37.532	300	0
CP	72	3	40	980	100	349	37.525	300	0
CP	73	1	40	1000	100	316	2.72	300	0
CP	73	2	40	1000	100	316	2.685	300	0
CP	73	3	40	1000	100	316	2.663	300	0
CP	74	1	40	1015	100	335	2.766	300	0
CP	74	2	40	1015	100	335	2.791	300	0
CP	74	3	40	1015	100	335	2.769	300	0
CP	75	1	40	1041	100	360	2.906	300	0
CP	75	2	40	1041	100	360	2.862	300	0
CP	75	3	40	1041	100	360	2.844	300	0
CP	76	1	40	1042	100	326	2.835	300	0
CP	76	2	40	1042	100	326	2.862	300	0
CP	76	3	40	1042	100	326	2.861	300	0
CP	77	1	40	1045	100	335	2.892	300	0
CP	77	2	40	1045	100	335	2.963	300	0
CP	77	3	40	1045	100	335	2.918	300	0
CP	78	1	40	1066	100	363	2.996	300	0
CP	78	2	40	1066	100	363	3.017	300	0
CP	78	3	40	1066	100	363	3.307	300	0
CP	79	1	40	1072	100	348	3.197	300	0
CP	79	2	40	1072	100	348	3.323	300	0
CP	79	3	40	1072	100	348	3.03	300	0
CP	80	1	40	1080	100	339	82.661	300	0
CP	80	2	40	1080	100	339	70.728	300	0
CP	80	3	40	1080	100	339	73.116	300	0
